parametro,Fecha,SE,SE b,NE,NE b,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
PM2.5,1/1/2017,,r,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 1:00,349,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 2:00,187,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 3:00,101,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 4:00,81,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 5:00,47,p,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 6:00,52,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 7:00,40,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 8:00,58,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 9:00,48,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 10:00,39,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 11:00,53,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 12:00,50,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 13:00,33,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 14:00,21,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 15:00,20,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 16:00,,r,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 17:00,26,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 18:00,23,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 19:00,27,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 20:00,29,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 21:00,26,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 22:00,28,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/1/2017 23:00,30,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017,33,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 1:00,22,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 2:00,17,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 3:00,22,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 4:00,14,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 5:00,15,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 6:00,9,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 7:00,18,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 8:00,,a,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 9:00,5,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
PM2.5,1/2/2017 10:00,19,,,a,,a,,a,,a,,a,,a,,a,,a,,a,ND,ND,ND,ND,ND,ND
