parametro,Fecha,CE,CE b,NO,NO b,SO,SO b,NO2,NO2 b,NTE,NTE b,NE2,NE2 b,SE2,SE2 b,SO2,SO2 b,SE3,SE3 b,SUR,SUR b,NTE2,NTE2 b
WSR  ,1/9/2017,1.9,,,l,3.2,,5,,3.7,,1.4,,3.3,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 1:00,2.7,,,l,2.1,,4,,2.6,,3.6,,2.4,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 2:00,3,,1.5,,1.5,,3.8,,2.6,,6.5,,7.3,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 3:00,4.7,,3.2,,3.9,,3.8,,2.6,,6.2,,6.3,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 4:00,2.4,,1.1,,1.6,,4,,2,,5.6,,4.9,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 5:00,1.2,,0.8,,3.5,,4,,2.1,,7.1,,1.4,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 6:00,1.5,,,l,4.1,,4.3,,2.9,,6,,1.4,,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 7:00,1.1,,2.1,,2.6,,2.7,,2.6,,5.7,,1.7,,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 8:00,1.8,,0.1,,1.8,,4.6,,2.1,,6.8,,1.5,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 9:00,1.6,,0.9,,2.8,,2.9,,3.8,,4.1,,5.6,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 10:00,2.6,,,l,4.4,,2.8,,5.2,,3.4,,6.4,,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 11:00,4.5,,2.7,,7.1,,5.7,,5.6,,3.7,,2.7,,4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 12:00,4.1,,3.3,,6.2,,7.3,,6.4,,6.4,,2.6,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 13:00,5.2,,6.2,,6.8,,7.6,,7.7,,7.6,,3.7,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 14:00,5.8,,8.8,,9.4,,11.7,,7.3,,8,p,6,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 15:00,6.1,,9.9,,11.1,p,13.2,,6.9,,8.4,,7,,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 16:00,7.5,,9.1,,10.4,,12.5,,5.8,,10.1,,8.4,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 17:00,4.9,,8.2,,7.1,,10.2,,4.9,,9.8,,3.5,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 18:00,1.9,,1.5,,6.7,,4.2,,5.5,,7.4,,1.4,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 19:00,1.5,,0.2,,3,,2.9,,4.5,,5.9,,1.4,,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 20:00,2.5,,,l,2.5,,2.2,,4.9,,5.2,,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 21:00,4,,,l,3.2,p,4.9,,3.3,,3.3,,,s,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 22:00,5,,0.4,,4.4,p,4.4,,4,,3.1,,,s,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/9/2017 23:00,6.1,,1.2,,4.8,,3.1,,5.3,,4.1,,,s,3.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017,3.1,,1.2,,5.5,p,2.3,,4.9,,2,,,s,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 1:00,1.4,,0.3,,4.1,p,2.7,p,5.1,,2.5,,,s,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 2:00,0.9,,,l,3.5,p,1.7,,4.5,,4.1,,,s,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 3:00,1.1,,,l,5.3,p,3.1,p,4.3,,4.3,,,s,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 4:00,1.2,,,l,4.7,P,4.5,,3.8,,4.8,,,s,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 5:00,1.3,,,l,3,,3.3,,3,,5.2,,,s,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 6:00,1.9,,,l,4.5,,4.3,p,2.3,,2.5,,,s,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 7:00,1.9,,0.8,,6.1,,4.5,p,3.2,,5.3,,,s,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 8:00,1.6,,1.7,,4.4,,2.9,,2.7,,3.4,p,1.5,,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 9:00,1.1,,2.5,,2.5,p,3,,3.6,,7,,1.6,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 10:00,2.1,,,l,2.9,,2.4,,3.7,,3.8,,1.4,,0.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 11:00,2.6,,2.4,,5.6,,4.1,,5.5,,5.5,,1.4,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 12:00,5.2,,3.6,,7.6,,5.7,,6.1,,7.7,,1.9,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 13:00,5,,7.3,,7.5,,8.1,,8.4,,11.6,,3.9,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 14:00,5.9,,8.5,,9.1,p,8.6,,8.7,,11.2,,3.2,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 15:00,6.5,,10.2,,8.7,,11.6,,9.4,,12.5,,6.9,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 16:00,6.6,,9.6,,6.8,,11.3,,9.2,,10.4,,7.5,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 17:00,4.9,,8.8,,6.2,,10,,4.6,,8.2,,1.4,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 18:00,1.5,,4.4,,4.3,,6.2,,4.8,,6,,1.4,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 19:00,2.8,,0.2,,2.2,,3.4,,4.1,,1.4,,1.5,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 20:00,2,,0.5,,2.3,,5,,4.9,,1.4,,1.4,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 21:00,1.8,,,l,2,,3.8,,3.5,,1.4,,1.4,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 22:00,2.3,,,l,2.7,,2.6,p,3.5,,,s,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/10/2017 23:00,2,,0.9,,3.7,,4.8,,3.3,,,s,,s,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017,1.5,,,l,4.2,,2.9,,4.5,,1.7,,,s,1.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 1:00,0.9,,,l,3.5,,3,p,4.2,,1.8,,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 2:00,1.3,,,l,4.5,,2.3,p,3.3,,2.5,,,s,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 3:00,1.3,,,l,4.8,,3.7,p,1.9,,1.4,,,s,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 4:00,1,,,l,4.7,,3.4,p,2.3,,1.4,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 5:00,0.9,,,l,3.4,,3,p,4.2,,5.1,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 6:00,1.3,,,l,4.5,,2.4,p,2.6,,5.3,,,s,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 7:00,1,,,l,4.1,,4.7,,1.7,,4.9,,,s,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 8:00,1.2,,,l,3.6,,3,,2.2,,6,,1.6,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 9:00,1.3,,,l,2.3,,2.5,,3.3,,5.2,,2,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 10:00,1.5,,,l,4,,3,,3.3,,5,,2.3,,2.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 11:00,2.3,,,l,4.8,,2.3,,3.6,,4.2,,2.1,,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 12:00,5.5,,4,,7.8,,7.1,,5.7,,6.1,,1.5,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 13:00,6.9,,7.1,,9.2,,11.3,,8.1,,8.9,,5.6,p,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 14:00,7.3,,9.6,,11.3,,13.5,,9.2,,11.1,,8.9,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 15:00,7.2,,10.2,,10.8,,14.1,,8,,11.8,,6.7,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 16:00,6.4,,8.2,,9.6,,12.7,,6.8,,10.8,,6.6,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 17:00,5.5,,8.5,,6,,10.4,,5.3,,11.2,,3.8,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 18:00,1.6,,5.2,,4.7,,5.6,,5.1,,7.6,,1.5,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 19:00,1.2,,,l,3.1,,3.2,,4.2,,4.8,,1.4,,3.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 20:00,1.5,,,l,1.4,,4.5,,4.1,,8.6,,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 21:00,1.4,,,l,2.2,,5.7,,2.7,,9.2,,1.4,,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 22:00,4.1,,,l,1.8,,4.2,,5.2,,7.8,,,s,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/11/2017 23:00,2.4,,0.5,,3.8,,2.5,,3,,3,,,s,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017,1.3,,,l,2.6,,2.4,p,2.3,,3,,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 1:00,0.9,,,l,2.6,,2.5,p,2.8,,2.9,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 2:00,0.9,,0.2,,3.8,,3.3,p,4.7,,2.7,,,s,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 3:00,0.9,,0.1,,2.5,,3,p,4.1,,3.1,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 4:00,1.6,,,l,3.8,,2.7,,3.6,,4,,,s,0.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 5:00,1.7,,0.4,,1.7,,2.7,,4.2,,5.5,,,s,1.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 6:00,1.5,,,l,2.5,,3.6,p,4.4,,4.7,,,s,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 7:00,1.6,,,l,2.1,,1.8,p,3.9,,5.7,,,s,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 8:00,2.4,,,l,2.4,,2,,5,,7,,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 9:00,3.2,,0.9,,4.3,,2.4,,5.1,,7.8,,1.7,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 10:00,3,,,l,4.6,,3.2,,5,,7.1,,1.5,,2.4,p,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 11:00,3.8,,,l,6.1,,4.1,,4.7,,5.3,,1.4,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 12:00,6.1,,0.8,,7.4,,9.2,,5.3,,5,p,1.4,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 13:00,6.6,,6.8,,10.7,,13.2,,5.7,,6.9,,2.4,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 14:00,7.3,,8.5,,12,,14.9,,8.2,,8.6,,5,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 15:00,8.8,,8.8,,12.3,,15,,8,,10.4,,7.2,,7.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 16:00,8.6,,8.3,,11,,14.7,,9,,11.7,,6.3,,7.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 17:00,6.9,,6.7,,9.8,,13.5,p,5.2,,11.6,,2.3,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 18:00,3.4,p,5.8,,8.2,,9.9,,4.4,,7.5,,1.4,,4.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 19:00,3.4,p,,l,5.6,,7,,2.9,,3.7,,1.4,,3.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 20:00,1.5,,,l,2.3,,6.2,,4.4,,4.5,,1.4,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 21:00,2.2,,,l,6.3,,6.1,,4.6,,3,,,s,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 22:00,2.3,,,l,8.6,,5.4,,3.3,,9.5,,3.2,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/12/2017 23:00,4.4,,6.6,,3,,7.8,,6.1,,10.1,,1.7,,4.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017,5.2,,2.5,,3.5,,10.3,,6.1,,6.6,,1.4,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 1:00,5.9,,,l,3.1,,5.6,,2.6,,5,,1.4,,1.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 2:00,1.8,,0.5,,1.6,,3.5,p,2.3,,6.4,,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 3:00,0.9,,1.2,,1.5,,4.8,p,3.7,,4.5,,,s,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 4:00,2.4,,,l,2.3,,5.3,p,5.8,,7.7,,,s,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 5:00,2,,1.8,,3.4,,7.5,p,5.2,,7.6,,,s,2,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 6:00,,l,4.5,,1.1,,4.8,,4.6,,9.3,,,s,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 7:00,1.5,p,3.9,,2.2,,5.2,,4.8,,7.3,,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 8:00,1.6,,,l,2.5,,3.4,,5.5,,6.6,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 9:00,2.8,,,l,2.7,,3.5,,5.2,,5.9,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 10:00,2.9,,1.7,,4.8,,5,,8.9,,7.2,,,s,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 11:00,4.9,,5.3,,6.3,,8.9,,8.7,,9.7,,,s,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 12:00,4.2,,5.2,,6.8,,11.6,p,9.1,,9.9,p,3.9,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 13:00,3.3,,6.4,,7.9,,15.4,,10.2,,9.2,,2.4,p,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 14:00,7.4,,8.5,,11.5,,14.6,,10.9,,8.4,,3.3,,7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 15:00,10.1,,8.7,,16.5,,15.6,,8.5,,9,,3.4,,7.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 16:00,9.6,,8.6,,14.4,,15.3,,8.1,,7.1,,2.4,,7.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 17:00,8.6,,11.5,,14.2,,14.6,,9.8,,10,,5.4,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 18:00,7.1,,13.3,,11.5,,11.9,,14.4,,13,,12.9,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 19:00,9.7,,17.6,,13.2,,16.3,,13.9,,11.5,,12.6,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 20:00,9.7,,17.7,,14.8,,18.3,,15.2,,12.6,,12.9,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 21:00,9.4,,15.7,,12,,17.2,,13.8,,14.4,,15.6,,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 22:00,7.6,,18.1,,12.1,,15.9,,15.6,,12.8,,15.3,p,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/13/2017 23:00,6.8,,17.8,,10.5,,15.2,,13.9,,13.8,,13.4,,5.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017,6.3,,19,,10.8,,13.8,,14.6,,11.9,,14.4,,4.7,p,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 1:00,5.2,,19.4,,8.6,,13.5,,14.9,,12.7,,15,,5.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 2:00,6.5,,20.5,,8,,13.7,,15.9,,17,,16.4,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 3:00,7.9,,19.4,,8.8,,16.5,,13.1,,15.9,,12.9,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 4:00,7.8,,17.4,,10.4,,16.1,,10,,14,,11.3,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 5:00,6.7,,16.3,,10,,16.8,,6.9,,13.2,,8.1,,5.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 6:00,5.4,,15.7,,9.1,,16.2,,5.8,,14.6,,4.2,,5.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 7:00,6.9,,13.4,,7.4,,12.6,p,6.2,,16.2,,9.4,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 8:00,7,,13.5,,9.3,,12.8,,10.6,,12.3,,7.7,,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 9:00,5.8,,12.5,,7.7,,13.6,,10.9,,11.1,,9.6,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 10:00,8.3,,10.8,,8.3,,13.9,,11,,13.7,,7.8,,4.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 11:00,10.7,,12.1,,6.8,,13.2,,12.7,,12.2,,6.8,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 12:00,11.4,,14.4,,9.5,,13.2,,12.5,,8.5,,11.3,,6.2,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 13:00,11.5,,14.5,,11.1,,13.2,,11.1,,14.2,,17.3,,6.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 14:00,10.4,,14.2,,14.5,,14.3,,13.3,,16.5,,16.2,,7.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 15:00,9.4,,13.3,,12.4,,13.3,,13.4,,17.5,,16.5,p,6.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 16:00,9.7,,13.3,,14.5,,13.5,,12.8,,16.9,,14.1,,6.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 17:00,7.6,,12.7,,12.6,,12.8,,9.9,,13.8,,12,,6.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 18:00,6.6,,13.8,,11.2,,11.7,,14.7,,14,,15.3,,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 19:00,10.5,,18.4,,11.5,,15.8,,14.5,,14.4,,14.5,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 20:00,10,,17.9,,12,,16,,17.2,,15.3,,15.6,p,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 21:00,11.5,,19.2,,11.9,,17.1,,16.8,,13.6,,14.7,,7,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 22:00,7.2,,16.6,,8.9,,15.9,,14.4,,14.2,,15.2,,6.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/14/2017 23:00,6.8,,15.3,,7.8,,12.5,,14.7,,13.3,,15.1,,4.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017,7.1,,13.6,,7.7,,11.4,p,13.7,,13.1,,13.4,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 1:00,7.2,,13.7,,7.1,,10.9,,13.3,,14,,12.5,,4.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 2:00,7.1,,8.8,,5.8,,11.2,,11.7,,11.4,,11.5,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 3:00,5.8,,8.4,,5.1,,11.3,,11.1,,9.7,,4.5,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 4:00,5.7,,6.4,,5.8,,8.8,,9.1,,8.1,,4.5,,3.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 5:00,4.5,,3.9,,5.3,,6.6,,8.1,,7,,3.1,,3.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 6:00,3.8,,3.4,,2.3,,3.6,p,6.4,,5.6,,1.4,,2.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 7:00,2.8,,,l,3.3,,3.7,p,5.8,,4.1,,1.4,,0.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 8:00,3.2,,,l,2.5,,4.3,,5.8,,4.9,,1.4,,0.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 9:00,2.6,,,l,4,,6.1,,4.2,,4.1,,,s,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 10:00,3.8,,,l,5.2,,4.5,,4.8,,5.5,,,s,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 11:00,5.2,,1.2,,8,,6,,3.8,,5,,2.6,,4.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 12:00,6.6,,4.7,,10.7,,12.2,,7.1,,8.3,p,4.8,,6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 13:00,7.4,,7.9,,11.6,,15.1,,8.5,,14.7,p,11.3,,7,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 14:00,11.3,,11.5,,10.8,,14.4,,10.8,,17.8,p,14.2,,7.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 15:00,11.6,,7.6,,16,,15.2,,10.6,,17.2,p,10.6,,8,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 16:00,7.1,,5.3,,11.8,,15,,11.6,,10.9,p,12.4,,7.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 17:00,3.8,,9.2,,8.1,,13.6,,8,,13.7,p,13.5,p,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 18:00,2.5,,2.4,,4.5,,6.5,,3.9,,12.4,p,9.8,p,3,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 19:00,1.7,,6.9,,3.8,,5.6,,4.3,,11.3,p,4,p,2.4,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 20:00,1.1,,11.9,,2.6,,5.9,,4.2,,12.3,p,2.5,,2.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 21:00,3.1,,6.9,,3,,6.8,,4.9,,7.1,p,1.5,,1.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 22:00,6.2,,,l,2.2,,4.3,,4.9,,6.2,p,1.4,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/15/2017 23:00,4.1,,0.5,,1.4,,4.2,,2.9,,4.6,p,1.4,,1,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017,1.9,,,l,2.6,,4.2,,2.3,,2.4,p,1.4,,2.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 1:00,2.7,,0.3,,3.6,,4.6,p,4.3,,2.2,p,,s,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 2:00,2.7,,0.2,,2.9,,7.5,p,5.3,,6.1,p,,s,1.1,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 3:00,3.7,,,l,3.6,,5.3,p,4.4,,6,p,,s,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 4:00,2.8,,0.3,,1.8,,3.3,p,7.5,,4.4,p,3.8,,1.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 5:00,2.3,,2.1,,5,,7.3,,4.5,,8.4,p,2.5,,2.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 6:00,4.3,,3,,4.8,,7.5,,3.6,,12.1,p,9.1,,1.5,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 7:00,5.4,,3.1,,5.5,,8.7,,2.7,,11.7,p,8.4,,2.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 8:00,4,,1.1,,3.4,,8.1,,2.6,,13.1,p,9.1,,1.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 9:00,3.6,,2.2,,4,,8.5,,3.6,,16.1,p,11.5,,1.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 10:00,5.3,,1.3,,5.5,,4.3,,3.9,,13.9,p,12.3,,3.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 11:00,5.6,,1.1,,7.6,,6.8,,4.8,,10.3,,7.9,,4.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 12:00,6.5,,0.6,,10.8,,9.9,,7.6,,7.2,,2.8,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 13:00,6.5,,5.8,,10.8,,12.4,,5.3,,3.6,,2.5,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 14:00,5.4,,3.6,,11.4,,11.4,,5.1,,9.6,p,4.8,,5.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 15:00,7.1,,4,,11.9,,12,,6.1,,10.6,,3.1,,5.8,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 16:00,8.5,,7.8,,13.5,,13.1,,9.4,,11.4,,2.2,,5.6,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 17:00,7.8,,10.3,,11.7,,11.9,,10.8,,12.3,,2.6,,5.3,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 18:00,6.3,,8.3,,10.9,,11,,9.6,,10.2,,3.8,,5,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 19:00,6,,10.7,,8.5,,9.8,,10.1,,11,,2.4,,4.9,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 20:00,5,,11.1,,9.6,,11.9,,9,,7.9,,1.4,,5.7,,ND,ND,ND,ND,ND,ND
WSR  ,1/16/2017 21:00,6.1,,10.6,,9,,13.6,,8.9,,8.2,,1.5,,4.9,,ND,ND,ND,ND,ND,ND
